Income,Recency,Customer_Days,Total_Spending,Total_Purchases,Cluster,Segment,Recommendation,Strategy,Channels,Offers,Goal,Customer_Review,Predicted_Sentiment
59925.0,83,4864,766,23,2.0,At Risk Customers,"{'Strategy': 'Re-engagement Campaign', 'Channels': ['Email', 'Push Notifications'], 'Offers': ['Win-back Discounts'], 'Goal': 'Prevent churn'}",Re-engagement Campaign,"Email, Push Notifications",Win-back Discounts,Prevent churn,We received this product really quickly! It was well packaged and exactly what we ordered.,Positive
39722.0,92,4413,47,7,2.0,At Risk Customers,"{'Strategy': 'Re-engagement Campaign', 'Channels': ['Email', 'Push Notifications'], 'Offers': ['Win-back Discounts'], 'Goal': 'Prevent churn'}",Re-engagement Campaign,"Email, Push Notifications",Win-back Discounts,Prevent churn,"I have been really happy with this mixture of nuts. Like many I started eating these while I was on the South Beach diet. They have since changed it's name to Wholesome Nut Mix. A lot of the reviews here complain about the ratio of the nuts in this mix. They all want more macadamia's. One thing they fail to realize that this is the WHOLESOME nut mix. If 1/3 of the can was macadamia's then it would not be too wholesome now would it. As many noted, the almonds represent the largest percentage of this mix, with macadamia being the least. This coincides pretty well with the nutritional health benefit of each type of nut. I have come to realize that it seems the harder the nut, the better it is for you. So if you are looking for a healthy snack, then look no further, and enjoy.",Positive
46610.0,4,4634,467,14,1.0,New Customers,"{'Strategy': 'Welcome Campaign', 'Channels': ['Email', 'SMS'], 'Offers': ['First Purchase Discount'], 'Goal': 'Convert into repeat customers'}",Welcome Campaign,"Email, SMS",First Purchase Discount,Convert into repeat customers,"Bigs Dill 12 packs always seem to be on back-order, so I figured instead of heading to a Sports Authority (the only retail store I KNOW has my Bigs Dill packs) again and again for too much mark up, I'd try a case of these.  While the initial flavor is OK, it wears off really fast, and if you eat sunflower seeds the proper way, by stuffing a handful into your cheeks, you'll find it's quite like what happens when you are chewing bubble gum...good at first, but quickly becomes a bland, mushy mess.  Bigs brand is WAY better.  Bigger seeds, better tasting, and the last one in a cheekful still actually tastes like dill pickle.  I think even David's might be better, and that's saying something! I've gone through 2 packs of my case of Spitz, and I've already ordered a new case of Bigs brand.  I will throw these out or give them away when the new case arrives...they are that inferior.",Positive
88347.0,32,4649,2116,21,1.0,New Customers,"{'Strategy': 'Welcome Campaign', 'Channels': ['Email', 'SMS'], 'Offers': ['First Purchase Discount'], 'Goal': 'Convert into repeat customers'}",Welcome Campaign,"Email, SMS",First Purchase Discount,Convert into repeat customers,"My husband and I have a 3 year old chihuahua/ Mexican Hairless mix. Like many hairless dogs, he's prone to skin problems like dryness, irritation, and pimples. Our vet recommended that we try switching him from Eagle Pack to a grain-free dog food and adding a fish oil supplement. We swiched to Wellness Core (Poultry) a few months ago, and his skin has definitely improved. Best of all, he loves it!",Positive
87171.0,27,4712,1298,25,0.0,High Value Customers,"{'Strategy': 'Loyalty Rewards & Premium Offers', 'Channels': ['Email', 'Personal Calls'], 'Offers': ['Exclusive Discounts', 'Early Access'], 'Goal': 'Increase retention and lifetime value'}",Loyalty Rewards & Premium Offers,"Email, Personal Calls","Exclusive Discounts, Early Access",Increase retention and lifetime value,The product is great for endurance rides as it does not leave an after taste and the flavoring is light enough to give a hint of the taste. The product dissolves easily in water versus creating chunks in the water bottle. The included scoop gives just the right amount for 20 oz bottle.,Positive
26907.0,10,4601,22,6,3.0,Budget Buyers,"{'Strategy': 'Price-Based Promotions', 'Channels': ['SMS', 'Ads'], 'Offers': ['Coupons', 'Seasonal Discounts'], 'Goal': 'Increase purchase frequency'}",Price-Based Promotions,"SMS, Ads","Coupons, Seasonal Discounts",Increase purchase frequency,"My mom learned about this sauce from her Hispanic neighbor over 66 years ago and our family has been using it ever since. I'm a born and raised in So Cal gal and I've been many times to Mexico, Central, and South America and tasted so many hot sauces it's amazing my tongue hasn't fallen out. But hands down, nothing has ever compared to Pico Pica hot sauce. The flavors are a perfect blend, so that you get just the right amount of heat while still tasting all the wonderful chili flavors. Try it, you'll fall in love with this red bottle of delishiosity. Ok, maybe I made up the word, but it certainly describes just how yummy this is.",Positive
50014.0,9,4446,396,15,0.0,High Value Customers,"{'Strategy': 'Loyalty Rewards & Premium Offers', 'Channels': ['Email', 'Personal Calls'], 'Offers': ['Exclusive Discounts', 'Early Access'], 'Goal': 'Increase retention and lifetime value'}",Loyalty Rewards & Premium Offers,"Email, Personal Calls","Exclusive Discounts, Early Access",Increase retention and lifetime value,"I like crunchy snacks.  I'm eating low carb because my doctor advises it, and this helps fill the ""popcorn spot"" in my life.<br /><br />There are a lot of things to like about this product.  It's economical.  They cook up fresh whenever you want them, and they taste fresher than the ones you buy pre-popped in a bag.  They don't have MSG like the Lawry's brand, and they don't come with a lot of extra packaging.<br /><br />If you are a low carber looking for pork rinds to cook with, these aren't heavily seasoned, so they won't influence your recipe's flavor.  I like their clean flavor, but it's not hard to add seasoning if you want to experiment or you like more variety.  A little bit of oil or butter will serve as the ""glue"" to hold your Parmesan cheese, seasoned salt, etc.<br /><br />There is a bit of a learning curve involved in terms of discovering how long they take in your microwave, but by now I know by feel what size handful to grab and how long to nuke them. It's worth the effort to get to know these.  Highly recommended!",Positive
41014.0,65,4721,20,4,2.0,At Risk Customers,"{'Strategy': 'Re-engagement Campaign', 'Channels': ['Email', 'Push Notifications'], 'Offers': ['Win-back Discounts'], 'Goal': 'Prevent churn'}",Re-engagement Campaign,"Email, Push Notifications",Win-back Discounts,Prevent churn,"this has become my favorite ceral i eat 3 or 4 bowls a day the taste is amazing and there are a ton of marshmallows which i love! i cant put them away its right next to my bowl even my children love them i cant wait til they come out with these as some sort of treat i would jus love it!the limit edition 1 with wilma ill eat it but its just not as good as the original 1 with fred on the box i actually went to the store an dug thru all the boxes and bought all the original ones they had left in the back now they dont have anymore and alot of the stores around where i live dont sell them,so i decided to go online and order them.i mean if it comes down to it ill buy the other one without a doubt,but id much rather have the other. It is like crack im addicted to them!",Positive
66294.0,68,4392,967,13,1.0,New Customers,"{'Strategy': 'Welcome Campaign', 'Channels': ['Email', 'SMS'], 'Offers': ['First Purchase Discount'], 'Goal': 'Convert into repeat customers'}",Welcome Campaign,"Email, SMS",First Purchase Discount,Convert into repeat customers,"My daughter is allergic to dairy and peanuts, which is what led us to try this product.  Very expensive in grocery stores!  Very creamy and tastes good too.  We prefer it to soynut better by far.",Positive
36715.0,16,4877,357,19,2.0,At Risk Customers,"{'Strategy': 'Re-engagement Campaign', 'Channels': ['Email', 'Push Notifications'], 'Offers': ['Win-back Discounts'], 'Goal': 'Prevent churn'}",Re-engagement Campaign,"Email, Push Notifications",Win-back Discounts,Prevent churn,This little company  really makes some exceptionally great products. It is great to buy them in bulk and be able to store. Not only good for every day use but also as emergency food reserves,Positive
79456.0,12,4964,1401,16,3.0,Budget Buyers,"{'Strategy': 'Price-Based Promotions', 'Channels': ['SMS', 'Ads'], 'Offers': ['Coupons', 'Seasonal Discounts'], 'Goal': 'Increase purchase frequency'}",Price-Based Promotions,"SMS, Ads","Coupons, Seasonal Discounts",Increase purchase frequency,"Since we have been following the package directions that say to feed 10 treats at one time, our cat rarely throws up at all and her stools are plumper. She has always had tiny, hard stools until we started feeding her these treats. We can tell by her stool if she hasn't had a 10 treat dose in a couple of days. She eats these as readily as any other packaged treat we give her. A great find as cleaning up grassy vomit almost every day was getting quite tedious! The auto ship feature is also a big plus. We can't always get these treats here on our island when we need them. Thanks Amazon!",Positive
40479.0,95,4604,15,4,1.0,New Customers,"{'Strategy': 'Welcome Campaign', 'Channels': ['Email', 'SMS'], 'Offers': ['First Purchase Discount'], 'Goal': 'Convert into repeat customers'}",Welcome Campaign,"Email, SMS",First Purchase Discount,Convert into repeat customers,"Flaked Fish and Shrimp most likely has the best ingredients in Fancy brand.  As another review pointed out, it's 15% more protein.  Not only that, if you look at the ingredients list, you can see ""Ocean Fish, Fish Broth, Shrimp"" at the top of the list.  The rule is that higher percentage component in the food goes first.  Having ocean fish and shrimp is great, as opposed to ""liver or meat-by-product"".  In fact, there is no meat-by-product in the list.<br /><br />Of course, it's also that my cat likes to eat this. Therefore, I subscribe to this on Amazon as my cat's regular meal.",Positive
75345.0,16,4800,2087,20,3.0,Budget Buyers,"{'Strategy': 'Price-Based Promotions', 'Channels': ['SMS', 'Ads'], 'Offers': ['Coupons', 'Seasonal Discounts'], 'Goal': 'Increase purchase frequency'}",Price-Based Promotions,"SMS, Ads","Coupons, Seasonal Discounts",Increase purchase frequency,"I have been making wine for several years and purchased mainly Wine Expert kits. I ordered one of these to try after making the Barlo kit. This kit suprised me on how it turned out. Granted its not a $15 bottle of wine but, it is enjoyable. My son thinks this is the best one I have made yet. After looking at the reviews I ordered a Chardonnay to try also.",Positive
54233.0,46,4798,981,26,1.0,New Customers,"{'Strategy': 'Welcome Campaign', 'Channels': ['Email', 'SMS'], 'Offers': ['First Purchase Discount'], 'Goal': 'Convert into repeat customers'}",Welcome Campaign,"Email, SMS",First Purchase Discount,Convert into repeat customers,"Absolutely the best gluten free cookie going! The best part is, they are soft and chewey instead of dry and crumbly like most GF cookies.",Positive
24163.0,3,4548,17,6,2.0,At Risk Customers,"{'Strategy': 'Re-engagement Campaign', 'Channels': ['Email', 'Push Notifications'], 'Offers': ['Win-back Discounts'], 'Goal': 'Prevent churn'}",Re-engagement Campaign,"Email, Push Notifications",Win-back Discounts,Prevent churn,"Crazy is how my cat reacted after having these, as he wanted more.  He hears the bag open now and comes running.",Positive
84460.0,80,4829,523,22,3.0,Budget Buyers,"{'Strategy': 'Price-Based Promotions', 'Channels': ['SMS', 'Ads'], 'Offers': ['Coupons', 'Seasonal Discounts'], 'Goal': 'Increase purchase frequency'}",Price-Based Promotions,"SMS, Ads","Coupons, Seasonal Discounts",Increase purchase frequency,"These cashew snacks are perfectly satisfying!  I bought one bag at Whole Foods just on a whim, and as soon as they were opened, they were gone!  I immediately found them on here and added them to my regular shipment list.  They've got all flavor types tied up in one thing, perfect!",Positive
43776.0,77,4345,23,4,1.0,New Customers,"{'Strategy': 'Welcome Campaign', 'Channels': ['Email', 'SMS'], 'Offers': ['First Purchase Discount'], 'Goal': 'Convert into repeat customers'}",Welcome Campaign,"Email, SMS",First Purchase Discount,Convert into repeat customers,"I'm not sure what happened, but my box of ""54 k-cups"" only had 52 cups in it.  There was no packaging inside the box to hold the k-cups in place and protect them, they were just laying in the box loosely.  Some of the cups in the box were also damaged, probably due to the lack of packaging in the box.  This is not the quality anyone would expect from companies such as Keurig and Starbucks!  I suspect the box has been opened previously.  I do not know what happened on the sellers end, but what they sent out was not an original new package of keurig k-cups!  The cups seem to be authentic, but it is hard to tell since the packaging was not up to par and even though the box was sealed, it is looks like the box has been opened previously.  The product I received was sold by ""BECCO CORP"" through amazon.",Negative
71691.0,0,4392,1192,17,2.0,At Risk Customers,"{'Strategy': 'Re-engagement Campaign', 'Channels': ['Email', 'Push Notifications'], 'Offers': ['Win-back Discounts'], 'Goal': 'Prevent churn'}",Re-engagement Campaign,"Email, Push Notifications",Win-back Discounts,Prevent churn,"V8 V-Fusion Raspberry Green Tea<br />If you don't mind artificial sweeteners, you might like this vegetable & fruit drink.  I think it is a little too sweet, but it's a nice alternative to the water & flavored ice tea that I usually drink.  Be sure to shake the can before drinking.<br /><br />From the label:<br />V8-fusion, Vegetable & Fruit + Tea.<br />A raspberry flavored beverage blend of 8 vegetables & fruit juices from concentrate & other natural flavors & Green Tea extract.<br />50% juice contains no artificial color, flavors or preservatives.<br />This 8 oz. portion equals one combined serving of vegetables & fruit, providing 1/4 cup of vegetables & 1/4 cup of fruit.<br /><br />Nutrition Facts:<br />1 8oz. can = 50 calories<br />0 Fat & Protein<br />60 mg sodium<br />200mg potassium<br />Total Carbs 13g<br />Sugars 10 g<br /><br />Vit A 10%; Vit C 100%; Calcium 2%; Iron 2%; Vit E 10%<br /><br />Ingredients:<br />Water, reconstituted vegetable juice blend (water & concentrate juices of sweet potato, purple carrots, yellow tomatoes, carrots), reconsituted fruit juice (water & concentrated juice of apples, red raspberries, acai, limes), contains less than 2% of natural flavoring, lemon juice concentrate, green tea extract, vitamin C, citric acid,  sucralose, vitamin E.<br /><br />Satisfaction is Guaranteed just call the number on the can with any questions or comments.<br /><br />Buying the cans can be pricey. I pay $3.98 for 6 cans at my local shopping center.",Positive
85844.0,62,4319,1958,20,0.0,High Value Customers,"{'Strategy': 'Loyalty Rewards & Premium Offers', 'Channels': ['Email', 'Personal Calls'], 'Offers': ['Exclusive Discounts', 'Early Access'], 'Goal': 'Increase retention and lifetime value'}",Loyalty Rewards & Premium Offers,"Email, Personal Calls","Exclusive Discounts, Early Access",Increase retention and lifetime value,Ever since I first had this in the little individual tins - I've loved it.  Although they keep changing it I've stuck with it and adjusted to the differences.  I adjusted very quickly to the larger bag's slightly different flavor and now it's not being offered.  I love this product and am in need of more at this point.  PLEASE start selling again!!!,Positive
39190.0,91,4352,133,9,1.0,New Customers,"{'Strategy': 'Welcome Campaign', 'Channels': ['Email', 'SMS'], 'Offers': ['First Purchase Discount'], 'Goal': 'Convert into repeat customers'}",Welcome Campaign,"Email, SMS",First Purchase Discount,Convert into repeat customers,"Takes like a sweet/mellow breakfast blend to me. I was drinking the Tully's Kona Blend, but I like this much better. I use the 2nd tallest cup setting on my Keurig so it's not too concentrated.",Positive
71367.0,24,4598,777,17,3.0,Budget Buyers,"{'Strategy': 'Price-Based Promotions', 'Channels': ['SMS', 'Ads'], 'Offers': ['Coupons', 'Seasonal Discounts'], 'Goal': 'Increase purchase frequency'}",Price-Based Promotions,"SMS, Ads","Coupons, Seasonal Discounts",Increase purchase frequency,"Purchased to make truffle turkey because it was recommended that I use white truffle butter. There was no truffle flavor or aroma & very few truffles in the jar and poor butter quality. I made my own truffle butter last year with black truffles that I purchased in my local grocery store & the flavor & aroma was incredible. Since white truffles were considered to be better I was extremely disappointed. In addition, the store that carried this product sent me an email asking me to rate it. When I replied they never sent me a response back. I had purchased 2 of these items...one for Thanksgiving & one for Christmas. I had to throw the 2nd one away since the product was useless.",Negative
38578.0,2,4660,73,9,2.0,At Risk Customers,"{'Strategy': 'Re-engagement Campaign', 'Channels': ['Email', 'Push Notifications'], 'Offers': ['Win-back Discounts'], 'Goal': 'Prevent churn'}",Re-engagement Campaign,"Email, Push Notifications",Win-back Discounts,Prevent churn,"This black tea is my ""staple"" morning tea now. The smell and rich taste are a welcomed change from the China Breakfast and Earl Grey.",Positive
57236.0,22,4397,121,10,3.0,Budget Buyers,"{'Strategy': 'Price-Based Promotions', 'Channels': ['SMS', 'Ads'], 'Offers': ['Coupons', 'Seasonal Discounts'], 'Goal': 'Increase purchase frequency'}",Price-Based Promotions,"SMS, Ads","Coupons, Seasonal Discounts",Increase purchase frequency,"I work in a nursing home and every time I went into this one lady room she would always give me if I wanted some of her chocolate because of the good job I've done with her...I usually said no thank you, but one day she offered me some and she wasn't going to take no for a answer...so I finally got a piece of it....and boy if I say it's the best piece of candy I've ever had in my whole entire life!!!! on top of being a big fan of dark chocolate anyways I finally got the courage to ask her where did she get them and how much did they cost...She told me she got her brother ordered them and bring them to her when they arrive....She also told me that she spent 25 dollars a pound!!! so I left and because I'm such a big chocolate fan I went on amazon to find me some chocolate...Little did I know I came across this Dark chocolate Almond Bark 1 pound...I thought to myself the prices is right...and it look exactly like the candy my resident gave me...without any hesitation I bought me some...even if it was well over 25 (and worth it) I still bought some...the next following day I told her that I bought some of her candy she gave me that day and she didn't believe me...She asked me what city and I told her St. Louis, and that's when she believe me I told her I never spent that much on candy before she just smiled",Positive
61825.0,56,4614,424,15,0.0,High Value Customers,"{'Strategy': 'Loyalty Rewards & Premium Offers', 'Channels': ['Email', 'Personal Calls'], 'Offers': ['Exclusive Discounts', 'Early Access'], 'Goal': 'Increase retention and lifetime value'}",Loyalty Rewards & Premium Offers,"Email, Personal Calls","Exclusive Discounts, Early Access",Increase retention and lifetime value,"After our Yorkiepoo had to be hospitalized because of pancreatitis I did some research on food. I thought I was giving him the best with Newman's Own. I was so wrong. He has been on the Verve for over two years and no longer has symptoms of pancreatitis. The garbage that the vets wanted us to feed him was awful looking and smelling and in cans which are terrible altogether. The Verve is so wonderful...it smells great and he loves it. We love to add fun things into it for him. We always add boiled chicken breast, but also add apples and some low calorie treats sometimes. The first few times he had Verve, his poop was dark and horrible smelling. After this detox stage, he has healthy-looking and smelling poop multiple times a day. We would do anything for our angel...he is a huge part of our family. With the Honest Kitchen, we are able to take great care of his health without having to prepare his food from scratch.",Positive
79803.0,54,4315,868,13,3.0,Budget Buyers,"{'Strategy': 'Price-Based Promotions', 'Channels': ['SMS', 'Ads'], 'Offers': ['Coupons', 'Seasonal Discounts'], 'Goal': 'Increase purchase frequency'}",Price-Based Promotions,"SMS, Ads","Coupons, Seasonal Discounts",Increase purchase frequency,"I googled Organic Valley to find out how to let them know the lot number of some spoiled aseptic chocolate milk.  I was planning to return the milk to the local grocery where I bought it, but since I've always thought Organic Valley was an ethical cooperative, I figured they would want to know about the spoiled milk.<br /><br />To my horror, I happened upon a recent article (April 2011) describing how Organic Valley is allowing giant factory farms that abuse their animals to sell milk and eggs via the Organic Valley label. I am so disgusted. Here I've been paying a premium for organic milk, eggs, and cheese (carefully avoiding Horizon since they are notorious for factory farms), and now I find out that Organic Valley has been lying to us about all the ""family farms"" in their cooperative.<br /><br />The board of directors of Organic Valley should be ashamed of themselves.  Honestly, the only thing that has kept me from going vegan was thinking it's OK to buy organic. Guess what--it's not OK to buy organic dairy products. Animals are still being abused.Organic Valley is evil.",Negative
80910.0,71,4894,756,15,3.0,Budget Buyers,"{'Strategy': 'Price-Based Promotions', 'Channels': ['SMS', 'Ads'], 'Offers': ['Coupons', 'Seasonal Discounts'], 'Goal': 'Increase purchase frequency'}",Price-Based Promotions,"SMS, Ads","Coupons, Seasonal Discounts",Increase purchase frequency,The amount of nuts in the package is perfect for a snack as it is not too much and not too little.  The nuts are fresh and crunchy and the packages are very easy to open.  The best part if that the case amount if very good for the price as I usually buy one box of seven for around $4.00 and I bought the whole case of twelve boxes for a little over $33.  You can't beat the price and the product is very good.,Positive
27590.0,38,4720,12,4,0.0,High Value Customers,"{'Strategy': 'Loyalty Rewards & Premium Offers', 'Channels': ['Email', 'Personal Calls'], 'Offers': ['Exclusive Discounts', 'Early Access'], 'Goal': 'Increase retention and lifetime value'}",Loyalty Rewards & Premium Offers,"Email, Personal Calls","Exclusive Discounts, Early Access",Increase retention and lifetime value,my sister turned me on to this brand and quality.  I have been using it in cooking my morning eggs and for a body moisturizer.  It takes a few minutes but a wonderful opportunity to slow down and appreciate how and why I take care of myself mindfully.  You will not be disappointed!,Positive
56775.0,62,4831,937,25,3.0,Budget Buyers,"{'Strategy': 'Price-Based Promotions', 'Channels': ['SMS', 'Ads'], 'Offers': ['Coupons', 'Seasonal Discounts'], 'Goal': 'Increase purchase frequency'}",Price-Based Promotions,"SMS, Ads","Coupons, Seasonal Discounts",Increase purchase frequency,"I was very impressed with the product I received, although the bag was a little smaller then I was expecting; I was still pleased since crispy m&ms are no longer sold in America. I would definitely order this product again",Positive
83829.0,78,4552,1862,17,1.0,New Customers,"{'Strategy': 'Welcome Campaign', 'Channels': ['Email', 'SMS'], 'Offers': ['First Purchase Discount'], 'Goal': 'Convert into repeat customers'}",Welcome Campaign,"Email, SMS",First Purchase Discount,Convert into repeat customers,"This coffee is the absolute best.  I found it by accident a couple of months ago and now I can not have any other kind of coffee.  It may be more expensive than some, but well worth it.  Plus, you aren't going to want to go out to Starbucks anymore!  Manufacturer ships quickly too!",Positive
54210.0,18,4693,367,14,1.0,New Customers,"{'Strategy': 'Welcome Campaign', 'Channels': ['Email', 'SMS'], 'Offers': ['First Purchase Discount'], 'Goal': 'Convert into repeat customers'}",Welcome Campaign,"Email, SMS",First Purchase Discount,Convert into repeat customers,"Heard about this hot sauce on the Larry Miller podcast. Ordered up a couple bottles and my first test was on a pulled chicken bbq sandwich. I knew after one bite that the bottles of tabasco, chilula, etc...are gonna be gathering dust. Seriously. Great flavor and perfect heat. Thanks Dexter.",Positive
38508.0,95,4619,443,20,3.0,Budget Buyers,"{'Strategy': 'Price-Based Promotions', 'Channels': ['SMS', 'Ads'], 'Offers': ['Coupons', 'Seasonal Discounts'], 'Goal': 'Increase purchase frequency'}",Price-Based Promotions,"SMS, Ads","Coupons, Seasonal Discounts",Increase purchase frequency,This stuff stinks.  I feel bad even donating it to the food bank.  I am not even convinced it truly is coffee.  It does not compare to any thing I have ever had with a brand name on it so it is very hard to describe. If you like coffee this is not for you.,Negative
53187.0,66,4534,267,13,1.0,New Customers,"{'Strategy': 'Welcome Campaign', 'Channels': ['Email', 'SMS'], 'Offers': ['First Purchase Discount'], 'Goal': 'Convert into repeat customers'}",Welcome Campaign,"Email, SMS",First Purchase Discount,Convert into repeat customers,"We switched to this dog food after our 12 yr old mixed breed dog started losing weight and developed severe dermatitis, itching, scratching and shedding! For 12 yrs, we had been giving her a name brand dry product we purchased at local pet stores.  She is a completely different dog these days!  She has gained back all her weight, is happy, and does not itch,scratch or shed.  I HIGHLY recommend this dog food!  It is made of natural, good ingredients.",Positive
30023.0,28,4385,61,6,0.0,High Value Customers,"{'Strategy': 'Loyalty Rewards & Premium Offers', 'Channels': ['Email', 'Personal Calls'], 'Offers': ['Exclusive Discounts', 'Early Access'], 'Goal': 'Increase retention and lifetime value'}",Loyalty Rewards & Premium Offers,"Email, Personal Calls","Exclusive Discounts, Early Access",Increase retention and lifetime value,"I pop these mints pretty frequently, and I bring a baggie of them to work with me every day. I work retail, and I share them with my co-workers so we don't have offending breath while dealing with customers. Think about it... pay $15 for 2 huge 50-ounce bags, or pay $3.99 for a teeny little 15 ounce bag at CVS or similar store. I'd rather buy in bulk & not worry about running out so soon!",Positive
76045.0,78,4514,1323,21,2.0,At Risk Customers,"{'Strategy': 'Re-engagement Campaign', 'Channels': ['Email', 'Push Notifications'], 'Offers': ['Win-back Discounts'], 'Goal': 'Prevent churn'}",Re-engagement Campaign,"Email, Push Notifications",Win-back Discounts,Prevent churn,"Soft and chewy.....chocolatey.....tasty.....NEED MILK!<br /><br />Needless to say, I'll be buying more of these and the requisite milk on my next grocery shopping trip.",Positive
50870.0,13,4298,63,6,1.0,New Customers,"{'Strategy': 'Welcome Campaign', 'Channels': ['Email', 'SMS'], 'Offers': ['First Purchase Discount'], 'Goal': 'Convert into repeat customers'}",Welcome Campaign,"Email, SMS",First Purchase Discount,Convert into repeat customers,"This coffee offers a rich, full-bodied cup in easy to carry packets.  Douwe Egberts, my favorite coffee, now makes the best instant coffee!  Try it once and you will agree.",Positive
15315.0,27,4618,64,8,3.0,Budget Buyers,"{'Strategy': 'Price-Based Promotions', 'Channels': ['SMS', 'Ads'], 'Offers': ['Coupons', 'Seasonal Discounts'], 'Goal': 'Increase purchase frequency'}",Price-Based Promotions,"SMS, Ads","Coupons, Seasonal Discounts",Increase purchase frequency,"I find them to be a little gritty, but the kids like them and ask for them often.  We usually keep them on hand to toss into the school lunches, or into the baby's snack cup.",Positive
65463.0,17,4438,562,19,2.0,At Risk Customers,"{'Strategy': 'Re-engagement Campaign', 'Channels': ['Email', 'Push Notifications'], 'Offers': ['Win-back Discounts'], 'Goal': 'Prevent churn'}",Re-engagement Campaign,"Email, Push Notifications",Win-back Discounts,Prevent churn,We absolutely love this brand of bars and have enjoyed this particular item.  My daughter wont hardly eat breakfast and she swims.  I make her eat something and she was willing to try the Kind bars. Hands down one of the best bars out there.,Positive
66480.0,71,4317,312,19,1.0,New Customers,"{'Strategy': 'Welcome Campaign', 'Channels': ['Email', 'SMS'], 'Offers': ['First Purchase Discount'], 'Goal': 'Convert into repeat customers'}",Welcome Campaign,"Email, SMS",First Purchase Discount,Convert into repeat customers,"Hemp protein is a low glycemic alternative to whey and soy.  These bars lack nothing in the taste department, and are a good snack or meal replacement.",Positive
76773.0,79,4777,1156,16,2.0,At Risk Customers,"{'Strategy': 'Re-engagement Campaign', 'Channels': ['Email', 'Push Notifications'], 'Offers': ['Win-back Discounts'], 'Goal': 'Prevent churn'}",Re-engagement Campaign,"Email, Push Notifications",Win-back Discounts,Prevent churn,This is excellent tea!! Real blueberry flavor but without the caffeine!!!<br /><br />I really like tea in the winter and was suprised when even my kids loved this tea. My 5 year old thought I was making muffins when he smelled it steeping. He tried it and then the rest of the kids had to try it. I now order it here in bulk!!,Positive
81698.0,1,4773,1104,16,1.0,New Customers,"{'Strategy': 'Welcome Campaign', 'Channels': ['Email', 'SMS'], 'Offers': ['First Purchase Discount'], 'Goal': 'Convert into repeat customers'}",Welcome Campaign,"Email, SMS",First Purchase Discount,Convert into repeat customers,"Received a pack as gift and that was the best K-cup coffee I've ever tried (all that is listed in the positive reviews and then some).<br /><br />After that ordered from Amazon and it had neither chocolate nor even coffee flavor. Looked and tasted as if they dried already used once coffee and packed it again. Even color looked like a very weak tea. Checked all 24, one was a bit better but not even remotely close to the 1st pack.<br /><br />If you are willing to take chances, get it from a local retailer so that you can return a bad batch.",Negative
54466.0,78,4428,16,4,3.0,Budget Buyers,"{'Strategy': 'Price-Based Promotions', 'Channels': ['SMS', 'Ads'], 'Offers': ['Coupons', 'Seasonal Discounts'], 'Goal': 'Increase purchase frequency'}",Price-Based Promotions,"SMS, Ads","Coupons, Seasonal Discounts",Increase purchase frequency,"Butler Lean Treats are a well packaged, nice sized treat that our dogs really enjoy. They are also useful as a training aid.<br /><br />We have purchased this product for some time now and it is endorsed by our vet.",Positive
98777.0,23,4420,2008,19,1.0,New Customers,"{'Strategy': 'Welcome Campaign', 'Channels': ['Email', 'SMS'], 'Offers': ['First Purchase Discount'], 'Goal': 'Convert into repeat customers'}",Welcome Campaign,"Email, SMS",First Purchase Discount,Convert into repeat customers,"LOVE this coffee, I was looking for a strong bold coffee and was blown away with this one.  I had tried ""Jet Fuel"", Emeril's Bold"", ""Black Tiger"" and ""Newman's Extra Bold"",  This Double Black Diamond is absolutely the best of the bunch.  Highly recommend this to anyone who likes their coffee strong.",Positive
16269.0,75,4591,44,9,1.0,New Customers,"{'Strategy': 'Welcome Campaign', 'Channels': ['Email', 'SMS'], 'Offers': ['First Purchase Discount'], 'Goal': 'Convert into repeat customers'}",Welcome Campaign,"Email, SMS",First Purchase Discount,Convert into repeat customers,"I love this treat!  It's a flavor explosion--a little sweet, a little sour from the cranberries and orange, and then there's the unexpected black pepper that was such a surprise additional flavor.",Positive
71819.0,70,4593,1574,14,0.0,High Value Customers,"{'Strategy': 'Loyalty Rewards & Premium Offers', 'Channels': ['Email', 'Personal Calls'], 'Offers': ['Exclusive Discounts', 'Early Access'], 'Goal': 'Increase retention and lifetime value'}",Loyalty Rewards & Premium Offers,"Email, Personal Calls","Exclusive Discounts, Early Access",Increase retention and lifetime value,"I thought that this flaked coconut would be finer, maybe more shredded..I didn't mind the fact it was unsweetened, but I found it did not have much flavor and it  was much larger pieces.. more like it was chipped.. and I really don't know what to do with it now that I have it..Don't think I will order it again..",Positive
33569.0,10,4544,63,5,3.0,Budget Buyers,"{'Strategy': 'Price-Based Promotions', 'Channels': ['SMS', 'Ads'], 'Offers': ['Coupons', 'Seasonal Discounts'], 'Goal': 'Increase purchase frequency'}",Price-Based Promotions,"SMS, Ads","Coupons, Seasonal Discounts",Increase purchase frequency,"It is a good price for great tasting coffee.  What more can I say than that, if you have a Keurig coffee maker this is a good deal for good coffee.",Positive
